"gid","1","2","3","4","5","6","7","8","code"
"A/American_green-winged_teal/Alaska/103885/2008K",2,115,22,29,16,6,3,13,"2-115-22-29-16-6-3-13"
"A/American_green-winged_teal/Alaska/11508/2006K",2,26,11,12,1286,6,3,74,"2-26-11-12-1286-6-3-74"
"A/American_green-winged_teal/Alaska/133672/2009K",118,55,6,21,170,103,5,74,"118-55-6-21-170-103-5-74"
"A/American_green-winged_teal/Alaska/133766/2009K",118,22,6,21,170,103,5,74,"118-22-6-21-170-103-5-74"
"A/American_green-winged_teal/Alaska/133988/2009K",2,55,50,12,61,17,3,2,"2-55-50-12-61-17-3-2"
"A/American_green-winged_teal/Alaska/137884/2009K",1172,83,17,92,39,22,3,108,"1172-83-17-92-39-22-3-108"
"A/American_green-winged_teal/Alaska/137886/2009K",174,26,22,29,92,15,41,7,"174-26-22-29-92-15-41-7"
"A/American_green-winged_teal/Alaska/137896/2009K",2,26,22,21,14,15,3,491,"2-26-22-21-14-15-3-491"
"A/American_green-winged_teal/Alaska/137916/2009K",224,26,45,21,167,15,3,1226,"224-26-45-21-167-15-3-1226"
"A/American_green-winged_teal/Alaska/137930/2009K",235,337,8,20,140,22,3,7,"235-337-8-20-140-22-3-7"
"A/American_green-winged_teal/Alaska/137946/2009K",17,83,468,20,39,22,3,108,"17-83-468-20-39-22-3-108"
"A/American_green-winged_teal/Alaska/137962/2009K",288,83,22,20,39,22,3,10,"288-83-22-20-39-22-3-10"
"A/American_green-winged_teal/Alaska/14164/2006K",207,482,6,29,43,123,3,39,"207-482-6-29-43-123-3-39"
"A/American_green-winged_teal/Alaska/14258/2006K",2,26,6,181,1287,77,3,39,"2-26-6-181-1287-77-3-39"
"A/American_green-winged_teal/Alaska/14366/2006K",64,26,6,181,756,77,3,39,"64-26-6-181-756-77-3-39"
"A/American_green-winged_teal/Alaska/16-039026-3/2016M",42,70,67,201,58,19,15,2,"42-70-67-201-58-19-15-2"
"A/American_green-winged_teal/Alaska/16-039026-4/2016M",42,70,67,13,58,19,15,2,"42-70-67-13-58-19-15-2"
"A/American_green-winged_teal/Alaska/306/2014K",224,530,45,85,12,289,52,13,"224-530-45-85-12-289-52-13"
"A/American_green-winged_teal/Alaska/386/2014K",2,9,182,20,30,44,15,51,"2-9-182-20-30-44-15-51"
"A/American_green-winged_teal/Alaska/45497/2007K",544,288,17,29,170,103,101,74,"544-288-17-29-170-103-101-74"
"A/American_green-winged_teal/Alaska/472/2014K",46,94,204,94,268,21,200,2,"46-94-204-94-268-21-200-2"
"A/American_green-winged_teal/Alaska/478/2014K",293,9,182,85,30,44,8,10,"293-9-182-85-30-44-8-10"
"A/American_green-winged_teal/Alaska/524/2014K",1875,83,45,85,179,15,8,51,"1875-83-45-85-179-15-8-51"
"A/American_green-winged_teal/Alaska/816/2014K",224,9,182,10,30,6,3,10,"224-9-182-10-30-6-3-10"
"A/American_green-winged_teal/Alaska/866/2014K",224,9,182,10,30,6,3,51,"224-9-182-10-30-6-3-51"
"A/American_green-winged_teal/Alaska/88857/2008K",544,19,17,20,170,103,3,74,"544-19-17-20-170-103-3-74"
"A/American_green-winged_teal/Alaska/98313/2008K",2,26,22,85,3122,15,3,125,"2-26-22-85-3122-15-3-125"
"A/American_green-winged_teal/California/16-035443-2/2016M",170,799,4,13,58,364,15,26,"170-799-4-13-58-364-15-26"
"A/American_green-winged_teal/California/27790/2007C",219,22,6,24,28,30,3,228,"219-22-6-24-28-30-3-228"
"A/American_green-winged_teal/California/28228/2007C",219,35,6,30,16,123,155,228,"219-35-6-30-16-123-155-228"
"A/American_green-winged_teal/California/28855/2007C",1381,298,9,30,350,16,3,13,"1381-298-9-30-350-16-3-13"
"A/American_green-winged_teal/California/44242-906/2007C",2,298,9,30,350,16,3,13,"2-298-9-30-350-16-3-13"
"A/American_green-winged_teal/California/44287-066/2007C",219,22,6,24,28,30,3,228,"219-22-6-24-28-30-3-228"
"A/American_green-winged_teal/California/44287-084/2007C",2,298,9,30,350,16,3,13,"2-298-9-30-350-16-3-13"
"A/American_green-winged_teal/California/44287-305/2007C",219,35,6,30,16,123,155,228,"219-35-6-30-16-123-155-228"
"A/American_green-winged_teal/California/44287-713/2007C",2,298,9,30,350,16,3,13,"2-298-9-30-350-16-3-13"
"A/American_green-winged_teal/California/44363-067/2007C",930,55,186,24,16,619,5,10,"930-55-186-24-16-619-5-10"
"A/American_green-winged_teal/California/AH0010595/2015K",42,297,125,35,53,58,22,2,"42-297-125-35-53-58-22-2"
"A/American_green-winged_teal/California/AH0011959/2015K",42,297,125,35,53,58,22,2,"42-297-125-35-53-58-22-2"
"A/American_green-winged_teal/California/AH0079678/2016K",133,297,125,60,53,58,573,1813,"133-297-125-60-53-58-573-1813"
"A/American_green-winged_teal/California/HKWF609/2007C",130,280,6,306,14,21,48,13,"130-280-6-306-14-21-48-13"
"A/American_green-winged_teal/Colorado/AH0026688/2015K",46,2709,40,35,220,16,22,4,"46-2709-40-35-220-16-22-4"
"A/American_green-winged_teal/Idaho/16-028809-5/2016M",2,274,125,94,280,30,3,4,"2-274-125-94-280-30-3-4"
"A/American_green-winged_teal/Idaho/16-028809-8/2016M",2,274,125,94,53,30,3,4,"2-274-125-94-53-30-3-4"
"A/American_green-winged_teal/Idaho/16-028809-9/2016M",2,274,125,13,20,30,3,4,"2-274-125-13-20-30-3-4"
"A/American_green-winged_teal/Idaho/AH0006121/2015K",504,737,40,35,1401,30,820,13,"504-737-40-35-1401-30-820-13"
"A/American_green-winged_teal/Idaho/AH0011443/2015K",120,88,204,32,48,23,755,4,"120-88-204-32-48-23-755-4"
"A/American_green-winged_teal/Idaho/AH0011899/2015K",10,781,13,5,12,21,9,14,"10-781-13-5-12-21-9-14"
"A/American_green-winged_teal/Illinois/08OS2713/2008C",894,1401,24,12,16,17,3,13,"894-1401-24-12-16-17-3-13"
"A/American_green-winged_teal/Illinois/10OS1551/2010C",266,56,9,44,229,32,425,1845,"266-56-9-44-229-32-425-1845"
"A/American_green-winged_teal/Illinois/10OS1598/2010C",894,9,57,100,85,10,3,891,"894-9-57-100-85-10-3-891"
"A/American_green-winged_teal/Illinois/10OS3329/2010C",355,1636,63,35,32,144,3,13,"355-1636-63-35-32-144-3-13"
"A/American_green-winged_teal/Illinois/10OS3343/2010C",428,24,10,38,1256,16,32,26,"428-24-10-38-1256-16-32-26"
"A/American_green-winged_teal/Illinois/10OS3368/2010C",355,2710,63,35,32,144,3,13,"355-2710-63-35-32-144-3-13"
"A/American_green-winged_teal/Illinois/10OS3589/2010C",107,34,63,16,27,21,52,26,"107-34-63-16-27-21-52-26"
"A/American_green-winged_teal/Illinois/10OS3662/2010C",17,42,10,24,51,27,5,2,"17-42-10-24-51-27-5-2"
"A/American_green-winged_teal/Illinois/10OS4014/2010C",71,136,4,30,85,16,3,13,"71-136-4-30-85-16-3-13"
"A/American_green-winged_teal/Illinois/11OS4814/2011C",97,61,14,32,1106,23,3,659,"97-61-14-32-1106-23-3-659"
"A/American_green-winged_teal/Illinois/12OS5103/2012C",109,13,372,42,572,38,13,1129,"109-13-372-42-572-38-13-1129"
"A/American_green-winged_teal/Illinois/15OS5977/2015K",56,812,637,16,15,153,3,4,"56-812-637-16-15-153-3-4"
"A/American_green-winged_teal/Illinois/15OS6133/2015K",67,149,252,72,44,6,182,4,"67-149-252-72-44-6-182-4"
"A/American_green-winged_teal/Illinois/17OS2545/2017M",583,759,67,211,194,6,15,4,"583-759-67-211-194-6-15-4"
"A/American_green-winged_teal/Illinois/2479/2009C",979,42,11,38,27,606,5,2,"979-42-11-38-27-606-5-2"
"A/American_green-winged_teal/Illinois/3054/2009C",23,19,19,20,27,112,191,13,"23-19-19-20-27-112-191-13"
"A/American_green-winged_teal/Indiana/AH0029607/2015K",236,1403,596,60,127,16,3,26,"236-1403-596-60-127-16-3-26"
"A/American_green-winged_teal/Interior_Alaska/10BM04207R0/2010C",54,81,471,29,46,6,5,2,"54-81-471-29-46-6-5-2"
"A/American_green-winged_teal/Interior_Alaska/10BM05165R0/2010C",54,81,8,84,46,6,5,2,"54-81-8-84-46-6-5-2"
"A/American_green-winged_teal/Interior_Alaska/10BM05376R0/2010C",174,9,22,29,27,10,5,7,"174-9-22-29-27-10-5-7"
"A/American_green-winged_teal/Interior_Alaska/10BM06728R0/2010C",2,83,22,10,1448,6,41,1189,"2-83-22-10-1448-6-41-1189"
"A/American_green-winged_teal/Interior_Alaska/10BM07000R0/2010C",54,81,14,84,46,6,5,10,"54-81-14-84-46-6-5-10"
"A/American_green-winged_teal/Interior_Alaska/10BM07573R0/2010C",281,26,22,29,92,10,3,7,"281-26-22-29-92-10-3-7"
"A/American_green-winged_teal/Interior_Alaska/10BM07649R0/2010C",174,588,22,29,27,10,5,7,"174-588-22-29-27-10-5-7"
"A/American_green-winged_teal/Interior_Alaska/10BM07863R0/2010C",54,81,14,84,46,6,5,10,"54-81-14-84-46-6-5-10"
"A/American_green-winged_teal/Interior_Alaska/10BM07917R0/2010C",174,81,22,29,46,10,5,10,"174-81-22-29-46-10-5-10"
"A/American_green-winged_teal/Interior_Alaska/10BM08134R0/2010C",174,19,22,29,27,10,5,7,"174-19-22-29-27-10-5-7"
"A/American_green-winged_teal/Interior_Alaska/10BM08222R0/2010C",1173,83,9,21,170,15,49,7,"1173-83-9-21-170-15-49-7"
"A/American_green-winged_teal/Interior_Alaska/10BM08226R0/2010C",2,83,22,10,39,6,41,1189,"2-83-22-10-39-6-41-1189"
"A/American_green-winged_teal/Interior_Alaska/10BM08228R0/2010C",281,81,471,29,92,10,5,7,"281-81-471-29-92-10-5-7"
"A/American_green-winged_teal/Interior_Alaska/10BM08422R0/2010C",1810,19,22,29,27,10,5,7,"1810-19-22-29-27-10-5-7"
"A/American_green-winged_teal/Interior_Alaska/11BM00293/2011C",71,246,414,12,83,40,3,13,"71-246-414-12-83-40-3-13"
"A/American_green-winged_teal/Interior_Alaska/11BM00304/2011C",71,246,9,12,83,40,3,13,"71-246-9-12-83-40-3-13"
"A/American_green-winged_teal/Interior_Alaska/11BM02195/2011C",107,42,14,67,89,6,3,2,"107-42-14-67-89-6-3-2"
"A/American_green-winged_teal/Interior_Alaska/11BM03165/2011C",374,115,17,38,32,30,3,2,"374-115-17-38-32-30-3-2"
"A/American_green-winged_teal/Interior_Alaska/11BM03166/2011C",374,115,17,38,32,30,3,2,"374-115-17-38-32-30-3-2"
"A/American_green-winged_teal/Interior_Alaska/11BM03479/2011C",293,9,182,84,92,6,1241,2,"293-9-182-84-92-6-1241-2"
"A/American_green-winged_teal/Interior_Alaska/11BM03657/2011C",42,26,25,32,46,23,3,82,"42-26-25-32-46-23-3-82"
"A/American_green-winged_teal/Interior_Alaska/11BM03661/2011C",281,81,471,29,92,10,5,7,"281-81-471-29-92-10-5-7"
"A/American_green-winged_teal/Interior_Alaska/11BM03897/2011C",42,87,25,32,34,23,5,82,"42-87-25-32-34-23-5-82"
"A/American_green-winged_teal/Interior_Alaska/11BM03899/2011C",281,81,471,29,92,10,5,7,"281-81-471-29-92-10-5-7"
"A/American_green-winged_teal/Interior_Alaska/11CH00044/2011C",281,81,471,29,92,10,5,7,"281-81-471-29-92-10-5-7"
"A/American_green-winged_teal/Interior_Alaska/11ML00038/2011C",281,81,471,29,92,10,5,7,"281-81-471-29-92-10-5-7"
"A/American_green-winged_teal/Interior_Alaska/3/2007C",64,26,17,29,140,15,5,7,"64-26-17-29-140-15-5-7"
"A/American_green-winged_teal/Interior_Alaska/4/2007C",64,115,17,85,140,23,3,7,"64-115-17-85-140-23-3-7"
"A/American_green-winged_teal/Interior_Alaska/7MP1049/2007C",118,26,905,29,45,15,3,39,"118-26-905-29-45-15-3-39"
"A/American_green-winged_teal/Interior_Alaska/7MP1651/2007C",1172,83,330,85,474,15,3,108,"1172-83-330-85-474-15-3-108"
"A/American_green-winged_teal/Interior_Alaska/7MP2225/2007C",544,26,17,29,45,103,101,74,"544-26-17-29-45-103-101-74"
"A/American_green-winged_teal/Interior_Alaska/9BM12318R0/2009C",2,26,17,29,43,15,3,2,"2-26-17-29-43-15-3-2"
"A/American_green-winged_teal/Interior_Alaska/9BM12356R0/2009C",2,26,22,29,142,15,41,812,"2-26-22-29-142-15-41-812"
"A/American_green-winged_teal/Interior_Alaska/9BM12714R1/2009C",207,26,17,85,45,15,192,39,"207-26-17-85-45-15-192-39"
"A/American_green-winged_teal/Interior_Alaska/9BM3595R1/2009C",2,55,50,12,61,17,3,4,"2-55-50-12-61-17-3-4"
"A/American_green-winged_teal/Interior_Alaska/9BM4407R0/2009C",2,55,50,12,61,17,3,4,"2-55-50-12-61-17-3-4"
"A/American_green-winged_teal/Interior_Alaska/9BM5041R0/2009C",1173,35,17,10,45,6,49,125,"1173-35-17-10-45-6-49-125"
"A/American_green-winged_teal/Interior_Alaska/9BM5045R0/2009C",80,251,11,106,16,172,5,13,"80-251-11-106-16-172-5-13"
"A/American_green-winged_teal/Interior_Alaska/9BM5277R0/2009C",2,83,817,10,39,6,41,108,"2-83-817-10-39-6-41-108"
"A/American_green-winged_teal/Interior_Alaska/9BM6222R0/2009C",2,55,17,12,61,17,49,4,"2-55-17-12-61-17-49-4"
"A/American_green-winged_teal/Interior_Alaska/9BM6223R0/2009C",2,55,17,12,61,17,49,4,"2-55-17-12-61-17-49-4"
"A/American_green-winged_teal/Interior_Alaska/9BM6258R0/2009C",2,35,17,10,45,6,49,7,"2-35-17-10-45-6-49-7"
"A/American_green-winged_teal/Interior_Alaska/9BM6410R0/2009C",235,337,8,15,92,10,3,7,"235-337-8-15-92-10-3-7"
"A/American_green-winged_teal/Interior_Alaska/9BM6428R0/2009C",2,35,17,12,61,17,49,7,"2-35-17-12-61-17-49-7"
"A/American_green-winged_teal/Interior_Alaska/9BM6702R0/2009C",2,55,17,12,61,17,49,4,"2-55-17-12-61-17-49-4"
"A/American_green-winged_teal/Interior_Alaska/9BM7190R0/2009C",2,55,17,12,61,17,49,4,"2-55-17-12-61-17-49-4"
"A/American_green-winged_teal/Interior_Alaska/9BM8129R0/2009C",2,35,50,10,45,6,49,7,"2-35-50-10-45-6-49-7"
"A/American_green-winged_teal/Kansas/AH0068556/2015K",391,630,109,72,869,16,15,2,"391-630-109-72-869-16-15-2"
"A/American_green-winged_teal/Louisiana/AH0036368/2016K",67,4,4,60,12,16,852,4,"67-4-4-60-12-16-852-4"
"A/American_green-winged_teal/Manitoba/23884/2007C",71,19,57,67,20,123,3,13,"71-19-57-67-20-123-3-13"
"A/American_green-winged_teal/Maryland/06MD700/2006C",68,8,14,88,71,38,5,7,"68-8-14-88-71-38-5-7"
"A/American_green-winged_teal/Minnesota/AI09-3589/2009C",23,588,345,16,20,22,3,13,"23-588-345-16-20-22-3-13"
"A/American_green-winged_teal/Mississippi/11OS250/2011C",2,164,4,35,58,289,3,13,"2-164-4-35-58-289-3-13"
"A/American_green-winged_teal/Mississippi/11OS255/2011C",203,164,4,35,1411,144,62,13,"203-164-4-35-1411-144-62-13"
"A/American_green-winged_teal/Mississippi/11OS256/2011C",52,1298,63,20,185,44,3,10,"52-1298-63-20-185-44-3-10"
"A/American_green-winged_teal/Mississippi/11OS257/2011C",2164,61,10,24,22,30,3,26,"2164-61-10-24-22-30-3-26"
"A/American_green-winged_teal/Mississippi/11OS5869/2011C",126,9,494,44,27,32,5,24,"126-9-494-44-27-32-5-24"
"A/American_green-winged_teal/Mississippi/11OS5903/2011C",97,35,12,100,20,32,47,2,"97-35-12-100-20-32-47-2"
"A/American_green-winged_teal/Mississippi/11OS90/2011C",355,42,10,24,32,30,3,13,"355-42-10-24-32-30-3-13"
"A/American_green-winged_teal/Mississippi/12OS191/2012C",86,9,570,306,15,37,736,10,"86-9-570-306-15-37-736-10"
"A/American_green-winged_teal/Mississippi/12OS311/2012C",126,2137,4,13,20,16,5,2,"126-2137-4-13-20-16-5-2"
"A/American_green-winged_teal/Mississippi/12OS397/2012C",71,1227,16,35,15,17,3,2,"71-1227-16-35-15-17-3-2"
"A/American_green-winged_teal/Mississippi/12OS405/2012C",355,40,1295,12,27,17,3,2,"355-40-1295-12-27-17-3-2"
"A/American_green-winged_teal/Mississippi/12OS5061/2012C",56,40,9,13,12,21,47,2,"56-40-9-13-12-21-47-2"
"A/American_green-winged_teal/Mississippi/15OS7984/2015K",385,760,16,78,15,10,15,2,"385-760-16-78-15-10-15-2"
"A/American_green-winged_teal/Mississippi/15OS8008/2015K",24,229,4,24,1309,58,22,2,"24-229-4-24-1309-58-22-2"
"A/American_green-winged_teal/Mississippi/285/2010C",115,358,11,222,144,253,75,140,"115-358-11-222-144-253-75-140"
"A/American_green-winged_teal/Mississippi/300/2010C",80,42,51,24,16,54,1106,33,"80-42-51-24-16-54-1106-33"
"A/American_green-winged_teal/Mississippi/AH0076465/2016K",66,10,12,72,202,16,15,4,"66-10-12-72-202-16-15-4"
"A/American_green-winged_teal/Missouri/10OS4622/2010C",478,2540,29,45,58,49,3,13,"478-2540-29-45-58-49-3-13"
"A/American_green-winged_teal/Missouri/15OS4838/2015K",236,1199,12,32,1108,23,3,4,"236-1199-12-32-1108-23-3-4"
"A/American_green-winged_teal/Missouri/15OS4865/2015K",67,924,58,581,220,892,181,2,"67-924-58-581-220-892-181-2"
"A/American_green-winged_teal/Missouri/15OS6486/2015K",2,40,12,76,20,41,47,24,"2-40-12-76-20-41-47-24"
"A/American_green-winged_teal/Missouri/15OS6591/2015K",67,88,474,24,44,30,3,4,"67-88-474-24-44-30-3-4"
"A/American_green-winged_teal/Missouri/17OS3048/2017M",46,854,4,16,878,2,3,26,"46-854-4-16-878-2-3-26"
"A/American_green-winged_teal/Missouri/17OS3168/2017M",1305,88,125,511,34,32,3,4,"1305-88-125-511-34-32-3-4"
"A/American_green-winged_teal/Missouri/17OS3186/2017M",2,13,4,32,280,23,131,24,"2-13-4-32-280-23-131-24"
"A/American_green-winged_teal/Missouri/17OS3212/2017M",2,70,51,32,15,10,24,24,"2-70-51-32-15-10-24-24"
"A/American_green-winged_teal/Nevada/16-033700-1/2016M",170,9,67,13,58,21,8,2,"170-9-67-13-58-21-8-2"
"A/American_green-winged_teal/Ohio/12OS2128/2012C",21,9,175,16,20,838,19,13,"21-9-175-16-20-838-19-13"
"A/American_green-winged_teal/Ohio/12OS2137/2012C",293,9,16,67,22,32,32,13,"293-9-16-67-22-32-32-13"
"A/American_green-winged_teal/Ohio/12OS2161/2012C",15,9,24,24,20,27,5,2,"15-9-24-24-20-27-5-2"
"A/American_green-winged_teal/Ohio/12OS5538/2012C",276,9,24,35,20,37,789,4,"276-9-24-35-20-37-789-4"
"A/American_green-winged_teal/Ohio/13OS1429/2013K",126,153,16,10,123,6,32,2,"126-153-16-10-123-6-32-2"
"A/American_green-winged_teal/Ohio/13OS1769/2013K",478,40,10,35,34,19,414,4,"478-40-10-35-34-19-414-4"
"A/American_green-winged_teal/Ohio/13OS1775/2013K",21,24,143,44,20,23,5,2,"21-24-143-44-20-23-5-2"
"A/American_green-winged_teal/Ohio/13OS1777/2013K",478,40,10,35,34,16,414,4,"478-40-10-35-34-16-414-4"
"A/American_green-winged_teal/Ohio/13OS1778/2013K",21,56,4,53,48,19,5,2,"21-56-4-53-48-19-5-2"
"A/American_green-winged_teal/Ohio/13OS1781/2013K",151,1200,16,88,15,23,19,7,"151-1200-16-88-15-23-19-7"
"A/American_green-winged_teal/Ohio/13OS1793/2013K",73,212,4,16,20,151,5,2,"73-212-4-16-20-151-5-2"
"A/American_green-winged_teal/Ohio/13OS1794/2013K",73,212,4,16,20,151,5,2,"73-212-4-16-20-151-5-2"
"A/American_green-winged_teal/Ohio/13OS1840/2013K",76,1200,16,88,15,23,19,4,"76-1200-16-88-15-23-19-4"
"A/American_green-winged_teal/Ohio/13OS1844/2013K",21,153,16,15,12,10,3,33,"21-153-16-15-12-10-3-33"
"A/American_green-winged_teal/Ohio/13OS1861/2013K",68,8,19,42,28,38,3,60,"68-8-19-42-28-38-3-60"
"A/American_green-winged_teal/Ohio/13OS1864/2013K",21,153,16,100,264,10,3,33,"21-153-16-100-264-10-3-33"
"A/American_green-winged_teal/Ohio/13OS1867/2013K",21,799,16,53,48,27,5,2,"21-799-16-53-48-27-5-2"
"A/American_green-winged_teal/Ohio/13OS1869/2013K",21,24,143,12,20,23,5,7,"21-24-143-12-20-23-5-7"
"A/American_green-winged_teal/Ohio/13OS2021/2013K",1298,35,16,10,32,6,5,2,"1298-35-16-10-32-6-5-2"
"A/American_green-winged_teal/Ohio/13OS2050/2013K",97,153,16,100,20,32,3,2,"97-153-16-100-20-32-3-2"
"A/American_green-winged_teal/Ohio/13OS2056/2013K",21,153,143,53,48,19,19,2,"21-153-143-53-48-19-19-2"
"A/American_green-winged_teal/Ohio/13OS2060/2013K",21,35,24,88,12,23,19,7,"21-35-24-88-12-23-19-7"
"A/American_green-winged_teal/Ohio/13OS2063/2013K",126,35,16,10,167,6,32,2,"126-35-16-10-167-6-32-2"
"A/American_green-winged_teal/Ohio/13OS2065/2013K",126,35,16,10,167,6,32,2,"126-35-16-10-167-6-32-2"
"A/American_green-winged_teal/Ohio/13OS2070/2013K",21,9,896,16,264,17,3,2,"21-9-896-16-264-17-3-2"
"A/American_green-winged_teal/Ohio/13OS2083/2013K",21,153,4,16,264,27,3,24,"21-153-4-16-264-27-3-24"
"A/American_green-winged_teal/Ohio/13OS2084/2013K",97,24,24,16,12,10,32,13,"97-24-24-16-12-10-32-13"
"A/American_green-winged_teal/Ohio/13OS2086/2013K",97,24,24,16,12,10,32,13,"97-24-24-16-12-10-32-13"
"A/American_green-winged_teal/Ohio/13OS2090/2013K",21,153,4,16,264,27,3,24,"21-153-4-16-264-27-3-24"
"A/American_green-winged_teal/Ohio/13OS2094/2013K",15,445,4,88,15,23,19,7,"15-445-4-88-15-23-19-7"
"A/American_green-winged_teal/Ohio/13OS2097/2013K",21,153,4,16,20,23,5,7,"21-153-4-16-20-23-5-7"
"A/American_green-winged_teal/Ohio/13OS2106/2013K",90,13,641,42,1157,23,3,2,"90-13-641-42-1157-23-3-2"
"A/American_green-winged_teal/Ohio/13OS2108/2013K",90,13,17,42,14,23,3,2,"90-13-17-42-14-23-3-2"
"A/American_green-winged_teal/Ohio/15OS3625/2015K",15,63,16,15,1,2,24,7,"15-63-16-15-1-2-24-7"
"A/American_green-winged_teal/Ohio/15OS3630/2015K",26,98,12,20,1,2,15,396,"26-98-12-20-1-2-15-396"
"A/American_green-winged_teal/Ohio/15OS5188/2015K",26,98,12,20,1,2,15,2,"26-98-12-20-1-2-15-2"
"A/American_green-winged_teal/Ohio/17OS1833/2017M",26,2269,4,26,57,10,24,7,"26-2269-4-26-57-10-24-7"
"A/American_green-winged_teal/Ohio/17OS1834/2017M",26,4,4,26,57,10,24,7,"26-4-4-26-57-10-24-7"
"A/American_green-winged_teal/Ohio/17OS1847/2017M",26,88,1379,67,15,6,24,2,"26-88-1379-67-15-6-24-2"
"A/American_green-winged_teal/Ohio/17OS1850/2017M",26,88,4,67,15,6,24,2,"26-88-4-67-15-6-24-2"
"A/American_green-winged_teal/Ohio/17OS2016/2017M",1223,217,4,67,22,19,3,4,"1223-217-4-67-22-19-3-4"
"A/American_green-winged_teal/Ohio/17OS2031/2017M",26,13,571,152,15,153,3,4,"26-13-571-152-15-153-3-4"
"A/American_green-winged_teal/Ohio/17OS2919/2017M",26,13,4,15,205,10,131,4,"26-13-4-15-205-10-131-4"
"A/American_green-winged_teal/Ohio/17OS2958/2017M",26,88,12,20,1,2,24,24,"26-88-12-20-1-2-24-24"
"A/American_green-winged_teal/Ohio/17OS2959/2017M",26,88,12,20,1,2,24,24,"26-88-12-20-1-2-24-24"
"A/American_green-winged_teal/Ohio/17OS2963/2017M",26,4,279,511,1,6,15,24,"26-4-279-511-1-6-15-24"
"A/American_green-winged_teal/Ohio/17OS2966/2017M",26,4,4,10,1,6,15,24,"26-4-4-10-1-6-15-24"
"A/American_green-winged_teal/Ohio/18OS1767/2018M",2,63,4,16,913,6,22,4,"2-63-4-16-913-6-22-4"
"A/American_green-winged_teal/Oregon/17-000383-3/2016M",104,63,12,13,15,564,561,4,"104-63-12-13-15-564-561-4"
"A/American_green-winged_teal/Oregon/44336-183/2007C",173,158,17,29,941,15,788,39,"173-158-17-29-941-15-788-39"
"A/American_green-winged_teal/Oregon/AH0012403/2015K",10,9,13,5,12,21,9,14,"10-9-13-5-12-21-9-14"
"A/American_green-winged_teal/Tennessee/18OS0447/2018M",2,63,58,94,16,112,15,4,"2-63-58-94-16-112-15-4"
"A/American_green-winged_teal/Texas/AH0040242/2016K",236,10,4,72,127,16,8,2,"236-10-4-72-127-16-8-2"
"A/American_green-winged_teal/Texas/AH0040565/2016K",1305,2541,12,72,1,195,3,24,"1305-2541-12-72-1-195-3-24"
"A/American_green-winged_teal/Texas/AH0041269/2016K",86,244,12,35,1,16,3,7,"86-244-12-35-1-16-3-7"
"A/American_green-winged_teal/Texas/AH0057336/2016K",86,244,12,72,1,16,3,7,"86-244-12-72-1-16-3-7"
"A/American_green-winged_teal/Texas/AH0057366/2016K",42,10,4,72,282,21,3,4,"42-10-4-72-282-21-3-4"
"A/American_green-winged_teal/Texas/AH0058646/2016K",1392,10,4,72,127,16,8,2,"1392-10-4-72-127-16-8-2"
"A/American_green-winged_teal/Texas/AH0058651/2016K",2120,630,12,72,282,21,15,2,"2120-630-12-72-282-21-15-2"
"A/American_green-winged_teal/Texas/AI09-4396/2009C",52,8,6,15,283,30,3,82,"52-8-6-15-283-30-3-82"
"A/American_green-winged_teal/Texas/AI09-6046/2009C",71,19,509,32,696,10,3,13,"71-19-509-32-696-10-3-13"
"A/American_green-winged_teal/Texas/UGAI22-3462/2022O",7,4,26,1,5,1,1,2,"7-4-26-1-5-1-1-2"
"A/American_green-winged_teal/Utah/AH0021680/2015K",42,10,125,35,53,58,3,1256,"42-10-125-35-53-58-3-1256"
